IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  NETSCANNER PRESSURE RESULTS FILE - UNIT 1 
Run time: 09:28:01 21-11-2022
Barometric pressure: 0.9994 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Missed Packets:  0
Pressure quoted in units of BarA
Time[s] ,Ch1(33.0mm),Ch2(53.0mm),Ch3(73.0mm),Ch4(93.0mm),Ch5(113.0mm),Ch6(133.0mm),Ch7(153.0mm),Ch8(173.0mm),Ch9(0.0mm),Ch10(0.0mm),Ch11(213.0mm),Ch12(233.0mm),Ch13(253.0mm),Ch14(273.0mm),Ch15(0.0mm),Ch16(0.0mm)
29.18000,0.87852,0.77377,0.67143,0.58694,0.62242,0.70983,0.73085,0.71220,0.99939,0.99338,0.80165,0.81946,0.83836,0.84466,0.99941,1.18008
29.19000,0.87811,0.77297,0.67079,0.58641,0.62099,0.70480,0.72418,0.71334,0.99934,0.99327,0.79853,0.82096,0.83246,0.84748,0.99930,1.17796
29.20000,0.87698,0.77217,0.67036,0.58577,0.61997,0.70714,0.72746,0.71506,0.99955,0.99311,0.79988,0.81894,0.83026,0.84571,0.99925,1.17614
29.21000,0.87478,0.77068,0.66885,0.58535,0.61911,0.70064,0.71887,0.71621,0.99939,0.99301,0.79707,0.81724,0.82885,0.84341,0.99936,1.17432
29.22000,0.87457,0.77031,0.66842,0.58482,0.63253,0.70394,0.72526,0.71761,0.99934,0.99290,0.79577,0.81532,0.82498,0.84362,0.99930,1.17249
29.23000,0.87303,0.76887,0.66745,0.58403,0.64141,0.70602,0.73148,0.71933,0.99924,0.99280,0.80321,0.81496,0.83157,0.84210,0.99951,1.17158
29.24000,0.87272,0.76840,0.66670,0.58334,0.63227,0.70323,0.72379,0.72021,0.99913,0.99269,0.79681,0.81584,0.82660,0.84268,0.99951,1.16885
29.25000,0.86898,0.76605,0.66493,0.58286,0.65024,0.70694,0.73142,0.72188,0.99939,0.99285,0.80206,0.81579,0.82958,0.84148,0.99936,1.16612
29.26000,0.86688,0.76435,0.66347,0.58191,0.65259,0.70648,0.73102,0.72344,0.99924,0.99296,0.80113,0.81656,0.82911,0.84231,0.99941,1.16309
29.27000,0.86637,0.76345,0.66245,0.58149,0.65724,0.70760,0.73187,0.72479,0.99939,0.99317,0.80227,0.81750,0.83042,0.84341,0.99951,1.16157
29.28000,0.86503,0.76265,0.66267,0.58387,0.67812,0.72152,0.75228,0.72724,0.99934,0.99327,0.81528,0.82184,0.83638,0.84550,0.99920,1.16036
29.29000,0.86560,0.76260,0.66245,0.58334,0.67761,0.71949,0.74889,0.72880,0.99934,0.99332,0.81642,0.82603,0.83910,0.84853,0.99941,1.16005
29.30000,0.86411,0.76121,0.66095,0.58197,0.67179,0.71319,0.74047,0.73000,0.99913,0.99322,0.81216,0.82768,0.84166,0.85124,0.99941,1.15884
29.31000,0.86216,0.76020,0.66014,0.58144,0.67521,0.71512,0.74465,0.73192,0.99939,0.99306,0.81616,0.83074,0.84239,0.85302,0.99930,1.15793
29.32000,0.86134,0.75914,0.65923,0.57990,0.66969,0.71151,0.73905,0.73317,0.99929,0.99285,0.81299,0.82706,0.84202,0.85015,0.99941,1.15489
29.33000,0.85985,0.75807,0.65853,0.57922,0.68138,0.71598,0.74556,0.73453,0.99945,0.99269,0.81663,0.83275,0.84762,0.85537,0.99941,1.15429
29.34000,0.85929,0.75743,0.65767,0.57996,0.68378,0.71766,0.74867,0.73645,0.99929,0.99269,0.81814,0.83612,0.85107,0.86012,0.99941,1.15216
29.35000,0.85826,0.75653,0.65708,0.57911,0.68588,0.71959,0.75217,0.73807,0.99929,0.99238,0.82418,0.83813,0.85384,0.86164,0.99941,1.15155
29.36000,0.85596,0.75499,0.65595,0.58017,0.68986,0.72361,0.75443,0.73989,0.99934,0.99222,0.82157,0.83855,0.85133,0.86216,0.99951,1.14943
29.37000,0.85514,0.75414,0.65514,0.57922,0.68751,0.72056,0.75155,0.74145,0.99934,0.99233,0.82438,0.84072,0.85609,0.86508,0.99920,1.14761
29.38000,0.85401,0.75302,0.65439,0.57938,0.68945,0.72315,0.75585,0.74322,0.99934,0.99227,0.82771,0.84553,0.86336,0.87036,0.99920,1.14548
29.39000,0.85298,0.75238,0.65353,0.58001,0.69221,0.72264,0.75364,0.74499,0.99929,0.99264,0.82782,0.84517,0.86007,0.87219,0.99936,1.14488
29.40000,0.85257,0.75169,0.65310,0.58223,0.69732,0.73027,0.76354,0.74686,0.99919,0.99238,0.83490,0.84910,0.86080,0.87318,0.99951,1.14215
29.41000,0.85037,0.75004,0.65154,0.58107,0.69165,0.72493,0.75511,0.74816,0.99945,0.99233,0.82329,0.84207,0.84987,0.86895,0.99957,1.13911
29.42000,0.84965,0.74935,0.65122,0.58265,0.69287,0.72508,0.75709,0.74962,0.99939,0.99227,0.82797,0.84274,0.85494,0.86670,0.99930,1.13881
29.43000,0.84924,0.74892,0.65095,0.58376,0.69604,0.72793,0.75935,0.75123,0.99945,0.99227,0.82792,0.84522,0.85494,0.86931,0.99962,1.13820
29.44000,0.84852,0.74834,0.65218,0.58651,0.70349,0.73382,0.76569,0.75285,0.99934,0.99217,0.83411,0.84357,0.85719,0.86665,0.99941,1.13638
29.45000,0.84709,0.74722,0.64998,0.58651,0.69777,0.72961,0.76133,0.75425,0.99929,0.99243,0.83333,0.85045,0.86028,0.87119,0.99962,1.13668
29.46000,0.84693,0.74685,0.64987,0.58799,0.70201,0.73428,0.76603,0.75628,0.99939,0.99238,0.83516,0.84983,0.86247,0.87067,0.99930,1.13517
29.47000,0.84596,0.74631,0.64890,0.59032,0.69956,0.73347,0.76580,0.75753,0.99934,0.99238,0.83214,0.84905,0.85834,0.87067,0.99930,1.13486
29.48000,0.84406,0.74493,0.64858,0.59069,0.70227,0.73555,0.76897,0.75946,0.99934,0.99233,0.84000,0.85267,0.86540,0.87407,0.99941,1.13243
29.49000,0.84555,0.74626,0.65111,0.59312,0.70646,0.74018,0.77412,0.76102,0.99929,0.99233,0.85113,0.85810,0.87477,0.87767,0.99936,1.13122
29.50000,0.84299,0.74397,0.64842,0.59518,0.70697,0.74150,0.77592,0.76290,0.99934,0.99227,0.84817,0.86219,0.87576,0.88279,0.99951,1.12940
29.51000,0.84196,0.74376,0.65030,0.59989,0.71963,0.75141,0.78611,0.76493,0.99934,0.99238,0.85207,0.86390,0.87655,0.88446,0.99936,1.12819
29.52000,0.84083,0.74275,0.64933,0.60121,0.71141,0.74440,0.77632,0.76623,0.99939,0.99233,0.84484,0.86095,0.86922,0.88316,0.99946,1.12758
29.53000,0.83981,0.74201,0.65003,0.60612,0.72152,0.75390,0.78814,0.76852,0.99934,0.99227,0.85202,0.86152,0.87424,0.88337,0.99941,1.12515
29.54000,0.83796,0.74115,0.65003,0.60882,0.71733,0.75151,0.78379,0.76998,0.99929,0.99206,0.84900,0.86183,0.87163,0.88363,0.99930,1.12424
29.55000,0.83760,0.74105,0.65294,0.61352,0.72504,0.75889,0.79278,0.77195,0.99929,0.99190,0.85472,0.86447,0.87634,0.88347,0.99925,1.12212
29.56000,0.83750,0.74115,0.65369,0.61680,0.72790,0.76275,0.79516,0.77378,0.99929,0.99222,0.85504,0.86499,0.87550,0.88441,0.99951,1.11878
29.57000,0.83566,0.73929,0.65062,0.61865,0.71984,0.75573,0.78735,0.77529,0.99934,0.99238,0.85139,0.86048,0.87147,0.88190,0.99941,1.11908
29.58000,0.83330,0.73722,0.64675,0.62114,0.71805,0.75492,0.78662,0.77695,0.99929,0.99233,0.85092,0.86597,0.88052,0.88629,0.99951,1.11817
29.59000,0.83289,0.73626,0.64654,0.62542,0.72326,0.75828,0.79012,0.77846,0.99924,0.99222,0.85738,0.86887,0.88230,0.88770,0.99925,1.11635
29.60000,0.83227,0.73578,0.64670,0.62854,0.72811,0.76326,0.79527,0.78039,0.99929,0.99217,0.85472,0.86990,0.88110,0.88953,0.99962,1.11574
29.61000,0.83366,0.73754,0.65046,0.63044,0.72893,0.76575,0.79889,0.78216,0.99929,0.99211,0.86092,0.87264,0.88439,0.89214,0.99936,1.11423
29.62000,0.83489,0.73924,0.65562,0.63435,0.73133,0.76834,0.80019,0.78393,0.99945,0.99222,0.86201,0.87368,0.88612,0.89371,0.99925,1.11483
29.63000,0.83320,0.73812,0.65724,0.63869,0.73659,0.77119,0.80212,0.78554,0.99934,0.99222,0.85524,0.87088,0.87812,0.89256,0.99951,1.11483
29.64000,0.83309,0.73817,0.65605,0.64033,0.73240,0.76783,0.79702,0.78690,0.99934,0.99211,0.85134,0.86809,0.87393,0.89032,0.99957,1.11210
29.65000,0.83232,0.73775,0.65632,0.64223,0.73102,0.76712,0.79640,0.78830,0.99929,0.99175,0.85353,0.86731,0.87409,0.88875,0.99941,1.11210
29.66000,0.82997,0.73578,0.65148,0.64371,0.72515,0.76290,0.79312,0.78976,0.99939,0.99217,0.85623,0.86654,0.87717,0.88593,0.99946,1.11028
29.67000,0.83074,0.73780,0.65799,0.64609,0.73240,0.77149,0.80376,0.79138,0.99934,0.99206,0.85577,0.86778,0.87948,0.88770,0.99957,1.10846
29.68000,0.83032,0.73727,0.65708,0.64979,0.73654,0.77394,0.80534,0.79299,0.99945,0.99211,0.86243,0.87228,0.88377,0.89068,0.99957,1.10816
29.69000,0.82956,0.73716,0.65971,0.65212,0.73541,0.77363,0.80494,0.79445,0.99934,0.99254,0.85977,0.87332,0.88272,0.89256,0.99951,1.10634
29.70000,0.82925,0.73615,0.65552,0.65339,0.73245,0.77114,0.80257,0.79585,0.99929,0.99269,0.86087,0.87171,0.88125,0.89126,0.99936,1.10421
29.71000,0.82515,0.73403,0.65536,0.65519,0.73398,0.77195,0.80257,0.79721,0.99945,0.99259,0.85748,0.87140,0.88078,0.89136,0.99941,1.10178
29.72000,0.82648,0.73541,0.66003,0.65878,0.74118,0.78044,0.81281,0.79903,0.99950,0.99254,0.86519,0.87440,0.88732,0.89361,0.99951,1.10118
29.73000,0.82643,0.73536,0.66084,0.66053,0.73965,0.77871,0.81038,0.80059,0.99939,0.99269,0.86534,0.87715,0.88921,0.89617,0.99946,1.10148
29.74000,0.82817,0.73998,0.67412,0.66618,0.75871,0.79550,0.82944,0.80257,0.99929,0.99269,0.87810,0.88413,0.89794,0.90024,0.99936,1.10087
29.75000,0.83248,0.74312,0.67606,0.66856,0.75063,0.78675,0.81632,0.80382,0.99924,0.99254,0.87065,0.88129,0.89004,0.89967,0.99967,1.10178
29.76000,0.82925,0.74179,0.67762,0.67126,0.75150,0.78833,0.81801,0.80544,0.99934,0.99243,0.86394,0.87756,0.88602,0.89653,0.99930,1.10087
29.77000,0.82766,0.73956,0.67401,0.67369,0.75028,0.78563,0.81371,0.80663,0.99939,0.99222,0.86576,0.88046,0.88858,0.89815,0.99951,1.10087
29.78000,0.82863,0.74041,0.67224,0.67417,0.74558,0.78161,0.81088,0.80778,0.99929,0.99264,0.87076,0.88030,0.89187,0.89857,0.99957,1.09814
29.79000,0.82740,0.74179,0.68020,0.67750,0.75452,0.79046,0.82181,0.80934,0.99934,0.99275,0.87378,0.88387,0.89575,0.90150,0.99946,1.09784
29.80000,0.82894,0.74334,0.68068,0.67935,0.75513,0.79321,0.82379,0.81111,0.99934,0.99280,0.87575,0.88600,0.89611,0.90338,0.99946,1.09571
29.81000,0.82766,0.74227,0.67907,0.68078,0.75125,0.79148,0.82147,0.81241,0.99945,0.99280,0.87539,0.88584,0.89512,0.90291,0.99936,1.09389
29.82000,0.82766,0.74355,0.68240,0.68385,0.75809,0.79677,0.82712,0.81434,0.99939,0.99280,0.88440,0.88998,0.90030,0.90515,0.99936,1.09146
29.83000,0.82561,0.74147,0.67885,0.68485,0.75258,0.79204,0.82237,0.81575,0.99924,0.99269,0.88034,0.89096,0.90019,0.90724,0.99946,1.09055
29.84000,0.82740,0.74371,0.68633,0.68839,0.76412,0.80231,0.83448,0.81762,0.99934,0.99264,0.88632,0.89262,0.90621,0.90787,0.99920,1.08964
29.85000,0.82945,0.74722,0.68837,0.68982,0.75687,0.79468,0.82379,0.81840,0.99939,0.99259,0.87737,0.89298,0.89695,0.91090,0.99941,1.09146
29.86000,0.82561,0.74280,0.68407,0.69077,0.75952,0.79661,0.82656,0.81960,0.99939,0.99259,0.87747,0.88750,0.89721,0.90604,0.99936,1.08995
29.87000,0.82720,0.74456,0.68369,0.69120,0.75671,0.79504,0.82384,0.82070,0.99924,0.99280,0.87607,0.88822,0.89627,0.90667,0.99946,1.08995
29.88000,0.82269,0.74185,0.68665,0.69358,0.76049,0.79768,0.82803,0.82226,0.99929,0.99275,0.87830,0.88879,0.89732,0.90589,0.99936,1.08904
29.89000,0.83012,0.74866,0.69294,0.69654,0.76438,0.80038,0.83035,0.82351,0.99929,0.99264,0.87924,0.89138,0.90155,0.90902,0.99930,1.08722
29.90000,0.82838,0.74903,0.69504,0.69802,0.76376,0.80084,0.82961,0.82497,0.99934,0.99238,0.88049,0.89071,0.89998,0.90798,0.99946,1.08661
29.91000,0.83473,0.75461,0.70311,0.70109,0.77005,0.80694,0.83601,0.82627,0.99934,0.99217,0.88153,0.89143,0.90051,0.90907,0.99941,1.08479
29.92000,0.82981,0.75036,0.69633,0.70167,0.76499,0.80165,0.82961,0.82742,0.99934,0.99227,0.87997,0.89324,0.90009,0.91054,0.99925,1.08691
29.93000,0.83007,0.75137,0.69907,0.70463,0.76933,0.80648,0.83488,0.82877,0.99934,0.99243,0.88799,0.89593,0.90595,0.91158,0.99951,1.08509
29.94000,0.83007,0.75445,0.70816,0.70786,0.77454,0.80892,0.83652,0.83012,0.99934,0.99233,0.88403,0.89717,0.90464,0.91383,0.99925,1.08509
29.95000,0.82899,0.75206,0.70155,0.70839,0.77132,0.80821,0.83612,0.83158,0.99929,0.99254,0.88820,0.89707,0.90899,0.91325,0.99936,1.08448
29.96000,0.83304,0.75696,0.70806,0.71098,0.77510,0.81213,0.84133,0.83299,0.99939,0.99233,0.88684,0.89862,0.90946,0.91461,0.99925,1.08448
29.97000,0.83227,0.75834,0.71058,0.71283,0.77429,0.81111,0.83986,0.83429,0.99929,0.99222,0.89392,0.90318,0.91333,0.91827,0.99941,1.08357
29.98000,0.83217,0.75637,0.70736,0.71442,0.77669,0.81594,0.84670,0.83580,0.99945,0.99217,0.89257,0.90194,0.91542,0.91817,0.99951,1.08297
29.99000,0.83607,0.76260,0.71811,0.71717,0.78093,0.81813,0.84801,0.83742,0.99924,0.99217,0.89965,0.90949,0.91935,0.92355,0.99941,1.08145
30.00000,0.83130,0.75839,0.71198,0.71822,0.77740,0.81548,0.84354,0.83867,0.99934,0.99217,0.89486,0.90696,0.91380,0.92271,0.99930,1.08054
30.01000,0.83571,0.76307,0.71639,0.72045,0.77904,0.81564,0.84167,0.83981,0.99934,0.99254,0.89226,0.90344,0.90961,0.92041,0.99941,1.08054
30.02000,0.84309,0.77175,0.72833,0.72463,0.78864,0.82367,0.85197,0.84148,0.99929,0.99217,0.90059,0.90717,0.91647,0.92224,0.99936,1.07963
30.03000,0.83314,0.76361,0.71854,0.72351,0.77832,0.81497,0.84331,0.84226,0.99945,0.99233,0.88939,0.90359,0.90836,0.92104,0.99941,1.08084
30.04000,0.83960,0.76893,0.72489,0.72611,0.78410,0.82052,0.84880,0.84383,0.99929,0.99269,0.89533,0.90592,0.91563,0.92167,0.99946,1.07993
30.05000,0.83453,0.76467,0.72096,0.72748,0.78379,0.81925,0.84603,0.84482,0.99929,0.99238,0.89731,0.90810,0.91479,0.92376,0.99962,1.07841
30.06000,0.83227,0.76276,0.71822,0.72769,0.78037,0.81747,0.84399,0.84560,0.99934,0.99238,0.89330,0.90654,0.91307,0.92324,0.99925,1.07690
30.07000,0.83525,0.76520,0.72150,0.72923,0.78456,0.82210,0.85197,0.84737,0.99924,0.99233,0.90158,0.90789,0.91835,0.92292,0.99936,1.07508
30.08000,0.83745,0.76792,0.72564,0.73092,0.78665,0.82372,0.85253,0.84836,0.99934,0.99254,0.90434,0.91421,0.92374,0.92846,0.99936,1.07690
30.09000,0.83617,0.76792,0.72699,0.73282,0.79064,0.82683,0.85474,0.84971,0.99945,0.99264,0.89991,0.91100,0.91929,0.92669,0.99925,1.07538
30.10000,0.84017,0.77154,0.73022,0.73473,0.79008,0.82561,0.85276,0.85081,0.99939,0.99264,0.89778,0.90789,0.91678,0.92428,0.99941,1.07750
30.11000,0.83719,0.76999,0.72769,0.73505,0.78670,0.82321,0.84919,0.85143,0.99945,0.99259,0.90043,0.91177,0.91725,0.92737,0.99925,1.07599
30.12000,0.83340,0.76526,0.72156,0.73473,0.78389,0.82067,0.84784,0.85258,0.99934,0.99243,0.89840,0.90898,0.91689,0.92470,0.99930,1.07447
30.13000,0.83648,0.76914,0.72677,0.73595,0.78665,0.82245,0.84925,0.85331,0.99934,0.99254,0.89590,0.90799,0.91427,0.92439,0.99936,1.07386
30.14000,0.83586,0.76973,0.72860,0.73716,0.78701,0.82255,0.84953,0.85425,0.99934,0.99238,0.89715,0.90861,0.91506,0.92433,0.99930,1.07295
30.15000,0.83361,0.76776,0.72736,0.73785,0.78900,0.82728,0.85751,0.85581,0.99950,0.99238,0.90856,0.91410,0.92662,0.92700,0.99941,1.07265
30.16000,0.84171,0.77680,0.73936,0.74150,0.79667,0.83166,0.86034,0.85706,0.99934,0.99285,0.90934,0.91783,0.92652,0.93092,0.99930,1.07143
30.17000,0.83812,0.77228,0.73280,0.74150,0.79207,0.82835,0.85468,0.85789,0.99945,0.99275,0.90496,0.91602,0.92411,0.93050,0.99925,1.07295
30.18000,0.84150,0.77606,0.73742,0.74409,0.79595,0.83120,0.85718,0.85888,0.99929,0.99285,0.90486,0.91607,0.92369,0.93113,0.99951,1.07083
30.19000,0.83827,0.77510,0.73689,0.74541,0.79641,0.83069,0.85655,0.85966,0.99934,0.99280,0.90200,0.91131,0.91924,0.92705,0.99946,1.07143
30.20000,0.84017,0.77686,0.73925,0.74631,0.79585,0.82957,0.85423,0.86034,0.99939,0.99275,0.89866,0.91203,0.91610,0.92799,0.99930,1.06992
30.21000,0.84129,0.77888,0.74237,0.74795,0.79871,0.83181,0.85718,0.86118,0.99939,0.99259,0.89918,0.90986,0.91788,0.92585,0.99925,1.06901
30.22000,0.83725,0.77537,0.73872,0.74811,0.79794,0.83329,0.86080,0.86222,0.99934,0.99264,0.90752,0.91441,0.92610,0.92857,0.99946,1.06931
30.23000,0.83899,0.77595,0.73748,0.74780,0.79329,0.82957,0.85604,0.86279,0.99939,0.99259,0.90090,0.91333,0.92034,0.92904,0.99951,1.06931
30.24000,0.84304,0.77941,0.74162,0.74981,0.79825,0.83410,0.86153,0.86389,0.99929,0.99280,0.90627,0.91669,0.92610,0.93123,0.99920,1.06779
30.25000,0.84094,0.77899,0.74205,0.75049,0.79743,0.83156,0.85763,0.86456,0.99934,0.99269,0.90533,0.91602,0.92270,0.93076,0.99946,1.06840
30.26000,0.83883,0.77760,0.74173,0.75102,0.79754,0.83181,0.85570,0.86493,0.99945,0.99269,0.90215,0.91301,0.91861,0.92852,0.99946,1.06719
30.27000,0.83991,0.77888,0.74243,0.75203,0.79764,0.83049,0.85502,0.86545,0.99939,0.99259,0.90486,0.91276,0.92060,0.92747,0.99951,1.06810
30.28000,0.84027,0.78090,0.74711,0.75383,0.80336,0.83619,0.86216,0.86654,0.99945,0.99243,0.91017,0.91571,0.92537,0.92967,0.99930,1.06537
30.29000,0.84263,0.78351,0.75060,0.75462,0.80382,0.83644,0.86272,0.86727,0.99934,0.99264,0.91184,0.91674,0.92495,0.92993,0.99920,1.06658
30.30000,0.84447,0.78500,0.75098,0.75526,0.80244,0.83695,0.86374,0.86826,0.99939,0.99269,0.91048,0.92006,0.92788,0.93306,0.99936,1.06658
30.31000,0.84299,0.78346,0.74883,0.75658,0.80520,0.83827,0.86368,0.86889,0.99924,0.99254,0.90819,0.91752,0.92542,0.93181,0.99941,1.06324
30.32000,0.84693,0.78676,0.75200,0.75711,0.80351,0.83837,0.86550,0.86977,0.99934,0.99233,0.91257,0.92057,0.92861,0.93364,0.99962,1.06385
30.33000,0.84550,0.78702,0.75313,0.75785,0.80321,0.83675,0.86119,0.87003,0.99945,0.99254,0.90434,0.91550,0.92092,0.93102,0.99936,1.06263
30.34000,0.84960,0.79192,0.76024,0.76070,0.81062,0.84311,0.86906,0.87128,0.99929,0.99254,0.91080,0.91861,0.92783,0.93238,0.99967,1.06324
30.35000,0.84273,0.78548,0.75136,0.75996,0.80382,0.83827,0.86453,0.87175,0.99939,0.99259,0.91298,0.92161,0.92845,0.93458,0.99946,1.06294
30.36000,0.84586,0.78888,0.75555,0.76155,0.80673,0.84066,0.86657,0.87280,0.99939,0.99259,0.91111,0.92099,0.92976,0.93489,0.99925,1.06233
30.37000,0.84504,0.78830,0.75550,0.76245,0.81062,0.84336,0.86929,0.87337,0.99924,0.99269,0.90976,0.91985,0.92694,0.93390,0.99936,1.06172
30.38000,0.84796,0.79314,0.76185,0.76399,0.80903,0.84199,0.86674,0.87410,0.99934,0.99285,0.90949,0.92109,0.92657,0.93484,0.99941,1.06172
30.39000,0.85329,0.79740,0.76599,0.76652,0.81404,0.84621,0.87150,0.87488,0.99939,0.99269,0.91314,0.92099,0.92955,0.93432,0.99936,1.06233
30.40000,0.85109,0.79628,0.76432,0.76785,0.81379,0.84768,0.87359,0.87608,0.99913,0.99264,0.91772,0.92435,0.93275,0.93672,0.99930,1.06324
30.41000,0.84734,0.79197,0.75830,0.76732,0.80939,0.84539,0.87302,0.87686,0.99939,0.99280,0.91793,0.92627,0.93531,0.93829,0.99920,1.06142
30.42000,0.84386,0.78984,0.75798,0.76732,0.80694,0.84148,0.86680,0.87733,0.99929,0.99264,0.91507,0.92585,0.93070,0.93855,0.99946,1.06021
30.43000,0.84668,0.79277,0.76233,0.76891,0.81185,0.84545,0.87195,0.87780,0.99934,0.99275,0.91429,0.92187,0.92992,0.93562,0.99941,1.05930
30.44000,0.85206,0.79676,0.76476,0.77012,0.81287,0.84606,0.87070,0.87842,0.99939,0.99264,0.91361,0.92296,0.92903,0.93662,0.99920,1.05899
30.45000,0.85037,0.79639,0.76642,0.77182,0.81675,0.84972,0.87608,0.87941,0.99924,0.99243,0.91538,0.92254,0.93296,0.93568,0.99951,1.05869
30.46000,0.85201,0.80086,0.77342,0.77441,0.82329,0.85445,0.88106,0.88035,0.99934,0.99238,0.92392,0.92756,0.93777,0.93876,0.99962,1.05869
30.47000,0.85785,0.80485,0.77649,0.77637,0.82232,0.85348,0.87755,0.88113,0.99924,0.99227,0.91913,0.92746,0.93416,0.93986,0.99946,1.06051
30.48000,0.85580,0.80363,0.77412,0.77716,0.82135,0.85313,0.87750,0.88181,0.99934,0.99264,0.92095,0.92886,0.93604,0.94075,0.99936,1.05899
30.49000,0.84832,0.79682,0.76578,0.77578,0.81425,0.84738,0.87178,0.88218,0.99934,0.99264,0.91528,0.92534,0.93306,0.93897,0.99941,1.05839
30.50000,0.85339,0.80283,0.77396,0.77832,0.81936,0.85038,0.87523,0.88291,0.99939,0.99254,0.91741,0.92617,0.93332,0.93902,0.99930,1.05717
30.51000,0.85221,0.80038,0.76987,0.77822,0.81670,0.84982,0.87450,0.88306,0.99919,0.99243,0.91658,0.92648,0.93400,0.93944,0.99941,1.05505
30.52000,0.86211,0.81167,0.78644,0.78256,0.83173,0.86030,0.88457,0.88463,0.99939,0.99243,0.92746,0.93207,0.93997,0.94294,0.99962,1.05323
30.53000,0.85432,0.80608,0.78025,0.78293,0.82728,0.85766,0.88242,0.88536,0.99934,0.99254,0.92585,0.93165,0.93981,0.94279,0.99936,1.05474
30.54000,0.85765,0.80863,0.78187,0.78425,0.82626,0.85679,0.88095,0.88629,0.99929,0.99243,0.92538,0.93393,0.94086,0.94498,0.99941,1.05535
30.55000,0.85893,0.81018,0.78359,0.78647,0.82927,0.86025,0.88389,0.88708,0.99939,0.99233,0.92710,0.93378,0.94123,0.94519,0.99915,1.05717
30.56000,0.85355,0.80538,0.77751,0.78552,0.82273,0.85399,0.87687,0.88713,0.99939,0.99233,0.92100,0.93134,0.93494,0.94399,0.99962,1.05353
30.57000,0.85606,0.80799,0.78251,0.78716,0.82682,0.85649,0.88021,0.88791,0.99939,0.99222,0.92361,0.92896,0.93625,0.94127,0.99962,1.05444
30.58000,0.85724,0.80906,0.78117,0.78732,0.82370,0.85404,0.87614,0.88822,0.99950,0.99217,0.91850,0.92912,0.93322,0.94211,0.99941,1.05444
30.59000,0.86180,0.81353,0.78746,0.78991,0.82973,0.85918,0.88225,0.88906,0.99945,0.99254,0.91991,0.92901,0.93615,0.94179,0.99930,1.05414
30.60000,0.86139,0.81364,0.78768,0.79124,0.83142,0.86112,0.88486,0.88958,0.99934,0.99233,0.92637,0.93176,0.93960,0.94299,0.99941,1.05474
30.61000,0.85965,0.81199,0.78542,0.79171,0.82887,0.85969,0.88401,0.89036,0.99929,0.99222,0.92538,0.93222,0.94007,0.94383,0.99946,1.05535
30.62000,0.85765,0.81065,0.78359,0.79187,0.82764,0.85873,0.88191,0.89093,0.99924,0.99206,0.92423,0.93414,0.93997,0.94550,0.99941,1.05262
30.63000,0.86165,0.81545,0.79059,0.79367,0.83071,0.86010,0.88305,0.89151,0.99950,0.99217,0.92392,0.93424,0.93835,0.94597,0.99930,1.05262
30.64000,0.85832,0.81231,0.78789,0.79367,0.83106,0.86158,0.88729,0.89208,0.99945,0.99222,0.92397,0.93191,0.94081,0.94388,0.99936,1.05019
30.65000,0.86662,0.82114,0.79742,0.79674,0.83735,0.86478,0.88712,0.89281,0.99934,0.99233,0.92585,0.93564,0.94086,0.94692,0.99957,1.05262
30.66000,0.86688,0.82210,0.79839,0.79817,0.83955,0.86697,0.88916,0.89370,0.99934,0.99227,0.92892,0.93652,0.94264,0.94723,0.99925,1.05171
30.67000,0.86667,0.82210,0.79780,0.79965,0.83929,0.86809,0.89052,0.89437,0.99934,0.99222,0.92851,0.93776,0.94369,0.94854,0.99915,1.05323
30.68000,0.86493,0.82018,0.79537,0.79981,0.83612,0.86570,0.88814,0.89479,0.99929,0.99211,0.92616,0.93543,0.94144,0.94718,0.99946,1.05171
30.69000,0.85919,0.81491,0.78849,0.79891,0.83234,0.86264,0.88656,0.89521,0.99950,0.99211,0.92262,0.93212,0.94117,0.94482,0.99941,1.05292
30.70000,0.86580,0.82242,0.79995,0.80203,0.83980,0.86707,0.88956,0.89578,0.99924,0.99238,0.92939,0.93533,0.94123,0.94639,0.99925,1.05080
30.71000,0.86549,0.82199,0.79909,0.80293,0.84154,0.87012,0.89414,0.89662,0.99929,0.99243,0.93278,0.93745,0.94583,0.94770,0.99925,1.04867
30.72000,0.86826,0.82348,0.79936,0.80320,0.83899,0.86722,0.88995,0.89729,0.99939,0.99227,0.92949,0.93807,0.94384,0.94901,0.99925,1.04958
30.73000,0.87349,0.82961,0.80716,0.80590,0.84471,0.87140,0.89335,0.89787,0.99924,0.99222,0.93090,0.93984,0.94463,0.95073,0.99930,1.05080
30.74000,0.86298,0.82130,0.79866,0.80516,0.84164,0.86789,0.88871,0.89797,0.99955,0.99227,0.92809,0.93429,0.93997,0.94629,0.99946,1.04989
30.75000,0.86519,0.82247,0.79893,0.80547,0.83909,0.86753,0.89063,0.89865,0.99924,0.99222,0.93085,0.93782,0.94416,0.94859,0.99946,1.04776
30.76000,0.86432,0.82093,0.79634,0.80526,0.83837,0.86748,0.89086,0.89917,0.99955,0.99217,0.92897,0.93730,0.94421,0.94859,0.99967,1.04685
30.77000,0.86867,0.82583,0.80404,0.80743,0.84395,0.87089,0.89227,0.89969,0.99934,0.99206,0.92851,0.93683,0.94348,0.94822,0.99930,1.04867
