IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  CONTROLLER RESULTS FILE 
Run time: 09:28:01 21-11-2022
Barometric pressure: 0.9994 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Time[s],PV[BarA],SP[BarA],IO[mA]
16.12100,1.28081,1.28575,12.77886
16.13100,1.27747,1.28575,12.78679
16.14900,1.27656,1.28575,12.79700
16.15900,1.28020,1.28575,12.80394
16.16900,1.28111,1.28575,12.80699
16.18100,1.28081,1.28575,12.80461
16.19100,1.28172,1.28575,12.79789
16.20200,1.28324,1.28575,12.79049
16.21200,1.28536,1.28575,12.78456
16.22600,1.28748,1.28575,12.77496
16.23600,1.28779,1.28575,12.76397
16.24600,1.28536,1.28575,12.75714
16.25600,1.28809,1.28575,12.75193
16.26900,1.28718,1.28575,12.74968
16.28000,1.28536,1.28575,12.75209
16.29000,1.28627,1.28575,12.75360
16.30000,1.28688,1.28575,12.75312
16.31000,1.28688,1.28575,12.75454
16.32000,1.28627,1.28575,12.75441
16.33000,1.28536,1.28575,12.75434
16.34000,1.28718,1.28575,12.75429
16.35100,1.28566,1.28575,12.75537
16.36100,1.28688,1.28575,12.75567
16.37100,1.28657,1.28575,12.75435
16.38100,1.28657,1.28575,12.75331
16.39400,1.28445,1.28575,12.75555
16.40500,1.28475,1.28575,12.75806
16.41500,1.28597,1.28575,12.76027
16.42500,1.28597,1.28575,12.76134
16.43500,1.28718,1.28575,12.75968
16.44500,1.28597,1.28575,12.75650
16.45600,1.28597,1.28575,12.75516
16.46600,1.28384,1.28575,12.75734
16.47600,1.28566,1.28575,12.75984
16.48600,1.28627,1.28575,12.76108
16.49600,1.28566,1.28575,12.76117
16.50600,1.28688,1.28575,12.75905
16.52000,1.28779,1.28575,12.75416
16.53100,1.28809,1.28575,12.75051
16.54200,1.28718,1.28575,12.74781
16.55200,1.28597,1.28575,12.74690
16.56900,1.28748,1.28575,12.74746
16.58000,1.28779,1.28575,12.74776
16.59000,1.28688,1.28575,12.74820
16.60900,1.28688,1.28575,12.74789
16.61900,1.28657,1.28575,12.74755
16.63000,1.28657,1.28575,12.74899
16.64600,1.28748,1.28575,12.74949
16.65700,1.28566,1.28575,12.75025
16.66800,1.28748,1.28575,12.75010
16.67800,1.28718,1.28575,12.74875
16.68800,1.28657,1.28575,12.74886
16.69800,1.28566,1.28575,12.75006
16.70800,1.28566,1.28575,12.75120
16.71800,1.28415,1.28575,12.75561
16.73000,1.28354,1.28575,12.76100
16.74100,1.28627,1.28575,12.76283
16.75100,1.28597,1.28575,12.76221
16.76100,1.28566,1.28575,12.76106
16.77200,1.28718,1.28575,12.75653
16.78300,1.28688,1.28575,12.75243
16.79300,1.28445,1.28575,12.75363
16.80300,1.28415,1.28575,12.75629
16.81300,1.28415,1.28575,12.75994
16.82300,1.28232,1.78027,16.52746
16.90200,1.28324,1.78027,16.74227
16.94700,1.28202,1.78027,16.83607
16.96300,1.28263,1.78027,16.85334
16.97300,1.28475,1.78027,16.90030
16.98300,1.28506,1.78027,16.93940
16.99300,1.28475,1.78027,17.05971
17.01100,1.28324,1.78027,17.07133
17.02200,1.28384,1.78027,17.11869
17.03300,1.28627,1.78027,17.23220
17.04700,1.28566,1.78027,17.24007
17.05700,1.28718,1.78027,17.28343
17.06800,1.28870,1.78027,17.32305
17.07800,1.28657,1.78027,17.43703
17.09400,1.28657,1.78027,17.44555
17.10400,1.29052,1.78027,17.48354
17.11400,1.29446,1.78027,17.52672
17.12900,1.29507,1.78027,17.59484
17.14000,1.29902,1.78027,17.61839
17.15100,1.30812,1.78027,17.63696
17.16100,1.30994,1.78027,17.70468
17.17400,1.31298,1.78027,17.68912
17.18400,1.31692,1.78027,17.69803
17.19400,1.31904,1.78027,17.71633
17.20400,1.32026,1.78027,17.79147
17.21600,1.32238,1.78027,17.78258
17.22600,1.32602,1.78027,17.80518
17.23600,1.32754,1.78027,17.83349
17.24600,1.33088,1.78027,17.90823
17.25900,1.33422,1.78027,17.90115
17.27000,1.33574,1.78027,17.92505
17.28000,1.33907,1.78027,17.94901
17.29000,1.33998,1.78027,18.02045
17.30300,1.34454,1.78027,18.01512
17.31300,1.35212,1.78027,18.02871
17.32400,1.35516,1.78027,18.05425
17.34200,1.35668,1.78027,18.09630
17.35300,1.36639,1.78027,18.10186
17.36300,1.36942,1.78027,18.11529
17.37300,1.37094,1.78027,18.18649
17.39100,1.37367,1.78027,18.16573
17.40100,1.37610,1.78027,18.17619
17.41200,1.38338,1.78027,18.20490
17.42800,1.38763,1.78027,18.23589
17.43900,1.39188,1.78027,18.24696
17.44900,1.39309,1.78027,18.25045
17.45900,1.39522,1.78027,18.29927
17.47000,1.39461,1.78027,18.29004
17.48000,1.40098,1.78027,18.30768
17.49100,1.40341,1.78027,18.33109
17.50100,1.40614,1.78027,18.39255
17.51400,1.40857,1.78027,18.37829
17.52400,1.41798,1.78027,18.38134
17.53400,1.41950,1.78027,18.38809
17.54400,1.42101,1.78027,18.43831
17.55700,1.42405,1.78027,18.41845
17.56700,1.42708,1.78027,18.42974
17.57800,1.42981,1.78027,18.44665
17.58900,1.43224,1.78027,18.49563
17.59900,1.43346,1.78027,18.48399
17.60900,1.43406,1.78027,18.49954
17.61900,1.43952,1.78027,18.51715
17.62900,1.44135,1.78027,18.57332
17.64300,1.44529,1.78027,18.56428
17.65300,1.45136,1.78027,18.56759
17.66300,1.45227,1.78027,18.57626
17.67300,1.45804,1.78027,18.61667
17.68600,1.45864,1.78027,18.59660
17.69600,1.46107,1.78027,18.60335
17.70700,1.46289,1.78027,18.62584
17.72300,1.46623,1.78027,18.65725
17.73300,1.47503,1.78027,18.65892
17.74300,1.47746,1.78027,18.66323
17.75300,1.47867,1.78027,18.70055
17.76700,1.48080,1.78027,18.67956
17.77700,1.48414,1.78027,18.68617
17.78800,1.48535,1.78027,18.70268
17.79800,1.48687,1.78027,18.76280
17.81600,1.49021,1.78027,18.75246
17.82600,1.49506,1.78027,18.75896
17.83700,1.49931,1.78027,18.77018
17.85200,1.49961,1.78027,18.79119
17.86300,1.50447,1.78027,18.79113
17.87300,1.50690,1.78027,18.79724
17.88400,1.50963,1.78027,18.83029
17.89500,1.51327,1.78027,18.81440
17.90500,1.51539,1.78027,18.81562
17.91500,1.51843,1.78027,18.82381
17.92500,1.52146,1.78027,18.85646
17.93900,1.52298,1.78027,18.84468
17.95000,1.52450,1.78027,18.85296
17.96100,1.52996,1.78027,18.86602
17.97800,1.53148,1.78027,18.88853
17.98800,1.53633,1.78027,18.88917
17.99900,1.53846,1.78027,18.88922
18.01000,1.54149,1.78027,18.91312
18.02000,1.54605,1.78027,18.89442
18.03000,1.54938,1.78027,18.89005
18.04100,1.55333,1.78027,18.89002
18.05100,1.55576,1.78027,18.90661
18.06100,1.55758,1.78027,18.88779
18.07200,1.55940,1.78027,18.89235
18.08200,1.56092,1.78027,18.89782
18.09200,1.56395,1.78027,18.97915
18.13100,1.56456,1.78027,19.00588
18.14900,1.56608,1.78027,18.99984
18.15900,1.58004,1.78027,18.99359
18.16900,1.58246,1.78027,18.98088
18.17900,1.58580,1.78027,18.99759
18.19700,1.58732,1.78027,18.96670
18.20700,1.59430,1.78027,18.95137
18.21700,1.59703,1.78027,18.97768
18.23700,1.60067,1.78027,18.95479
18.24800,1.60219,1.78027,18.94849
18.25900,1.60492,1.78027,18.94411
18.27600,1.60765,1.78027,18.95594
18.28600,1.61372,1.78027,18.94745
18.29700,1.61402,1.78027,18.94586
18.30700,1.61858,1.78027,18.95531
18.31900,1.62009,1.78027,18.93555
18.32900,1.62343,1.78027,18.93055
18.33900,1.62707,1.78027,18.92590
18.34900,1.63041,1.78027,18.93352
18.36200,1.63041,1.78027,18.91879
18.37300,1.63284,1.78027,18.91696
18.38300,1.63588,1.78027,18.91753
18.40100,1.63739,1.78027,18.92586
18.41100,1.64043,1.78027,18.92478
18.42100,1.64559,1.78027,18.91637
18.43200,1.64984,1.78027,18.92051
18.44400,1.65257,1.78027,18.89877
18.45400,1.65742,1.78027,18.88134
18.46500,1.66228,1.78027,18.86437
18.47600,1.66622,1.78027,18.85854
18.48600,1.66713,1.78027,18.83376
18.49600,1.67017,1.78027,18.81908
18.50700,1.67563,1.78027,18.80695
18.51700,1.67836,1.78027,18.80517
18.52800,1.67897,1.78027,18.78644
18.53800,1.68170,1.78027,18.77446
18.54800,1.68686,1.78027,18.76286
18.55800,1.68898,1.78027,18.76322
18.57000,1.69172,1.78027,18.74445
18.58100,1.69687,1.78027,18.72810
18.59100,1.69961,1.78027,18.71139
18.60100,1.70264,1.78027,18.71011
18.61900,1.70628,1.78027,18.68645
18.62900,1.71114,1.78027,18.66680
18.63900,1.71357,1.78027,18.65116
18.65700,1.72024,1.78027,18.63407
18.66800,1.72813,1.78027,18.60476
18.67900,1.72935,1.78027,18.57658
18.69500,1.73360,1.78027,18.55143
18.70600,1.73754,1.78027,18.52225
18.71700,1.74422,1.78027,18.49610
18.72700,1.74483,1.78027,18.47732
18.73800,1.74816,1.78027,18.45095
18.74900,1.75363,1.78027,18.42663
18.75900,1.75757,1.78027,18.40266
18.76900,1.75818,1.78027,18.38578
18.78200,1.76152,1.78027,18.36222
18.79200,1.76334,1.78027,18.34322
18.80200,1.76546,1.78027,18.32896
18.81200,1.76910,1.78027,18.31609
18.82600,1.77123,1.78027,18.29792
18.83600,1.77517,1.78027,18.27941
18.84600,1.78064,1.78027,18.25592
18.85600,1.78671,1.78027,18.22735
18.86800,1.78822,1.78027,18.19717
18.87800,1.79065,1.78027,18.16802
18.88900,1.79490,1.78027,18.14024
18.89900,1.79824,1.78027,18.11462
18.91000,1.80522,1.78027,18.08853
18.92000,1.80461,1.78027,18.06021
18.93000,1.81250,1.78027,18.02891
18.94000,1.81796,1.78027,17.99005
18.95500,1.81281,1.78027,17.96518
18.96600,1.82161,1.78027,17.93981
18.97700,1.82373,1.78027,17.91000
18.99200,1.82980,1.78027,17.88199
19.00200,1.83344,1.78027,17.85141
19.01200,1.83860,1.78027,17.81171
19.02200,1.84285,1.78027,17.76645
19.04200,1.84164,1.78027,17.73751
19.05200,1.85044,1.78027,17.70543
19.06200,1.85317,1.78027,17.66266
19.07700,1.85863,1.78027,17.63351
19.08800,1.85620,1.78027,17.60160
19.09900,1.86349,1.78027,17.56710
19.10900,1.86288,1.78027,17.53334
19.12000,1.86652,1.78027,17.51491
19.13000,1.86834,1.78027,17.48936
19.14000,1.87259,1.78027,17.46169
19.15100,1.87077,1.78027,17.43261
19.16100,1.87775,1.78027,17.41165
19.17100,1.87623,1.78027,17.38660
19.18100,1.87805,1.78027,17.36489
19.19200,1.88382,1.78027,17.32913
19.20400,1.88018,1.78027,17.31249
19.21400,1.88352,1.78027,17.29512
19.22500,1.88352,1.78027,17.27341
19.23500,1.88686,1.78027,17.24667
19.24500,1.88989,1.78027,17.23298
19.25600,1.89657,1.78027,17.20148
19.26600,1.89869,1.78027,17.16656
19.27600,1.90203,1.78027,17.11445
19.29100,1.90051,1.78027,17.08886
19.30100,1.90324,1.78027,17.06202
19.31200,1.91113,1.78027,17.02879
19.33500,1.91022,1.78027,16.98341
19.34500,1.91447,1.78027,16.95293
19.35600,1.92176,1.78027,16.89110
19.37300,1.92267,1.78027,16.86123
19.38300,1.92297,1.78027,16.82869
19.39300,1.92783,1.78027,16.78997
19.40300,1.92874,1.78027,16.73817
19.42000,1.93086,1.78027,16.72038
19.43000,1.93723,1.78027,16.68726
19.44100,1.93905,1.78027,16.64692
19.45700,1.93845,1.78027,16.60384
19.46800,1.93936,1.78027,16.57428
19.47800,1.94118,1.78027,16.54702
19.48800,1.94300,1.78027,16.50749
19.50100,1.94482,1.78027,16.49383
19.51100,1.94512,1.78027,16.46926
19.52100,1.94846,1.78027,16.44147
19.53100,1.95332,1.78027,16.39350
19.54200,1.95605,1.78027,16.37103
19.55200,1.95453,1.78027,16.33889
19.56300,1.95848,1.78027,16.30269
19.57300,1.95575,1.78027,16.25654
19.58600,1.95514,1.78027,16.24966
19.59700,1.95635,1.78027,16.23215
19.60800,1.96000,1.78027,16.20589
19.62600,1.96060,1.78027,16.17030
19.63600,1.96182,1.78027,16.14492
19.64600,1.96303,1.78027,16.11589
19.65600,1.96182,1.78027,16.07694
19.66600,1.96000,1.78027,16.07263
19.67600,1.95969,1.78027,16.05741
19.68600,1.96242,1.78027,16.04339
19.69700,1.95575,1.78027,16.01074
19.71000,1.95666,1.78027,16.01537
19.72000,1.96273,1.78027,15.99928
19.73100,1.96606,1.78027,15.97349
19.74100,1.96242,1.78027,15.93192
19.75200,1.96394,1.78027,15.91602
19.76200,1.96333,1.78027,15.89258
19.77200,1.96364,1.78027,15.87400
19.78200,1.95878,1.78027,15.84567
19.79500,1.95605,1.78027,15.85218
19.80600,1.95757,1.78027,15.84470
19.81600,1.96000,1.78027,15.83334
19.82600,1.95817,1.78027,15.79885
19.84100,1.95939,1.78027,15.79334
19.85200,1.95848,1.78027,15.77255
19.86300,1.95453,1.78027,15.73559
19.87800,1.95393,1.78027,15.73921
19.88800,1.95423,1.78027,15.73179
19.89800,1.95089,1.78027,15.72665
19.90800,1.95059,1.78027,15.70062
19.92100,1.94998,1.78027,15.70435
19.93100,1.94512,1.78027,15.70154
19.94100,1.95119,1.78027,15.69223
19.95100,1.94937,1.78027,15.66112
19.96200,1.94725,1.78027,15.66157
19.97200,1.94543,1.78027,15.64883
19.98200,1.94300,1.78027,15.64042
19.99200,1.94603,1.78027,15.61809
20.00400,1.94088,1.78027,15.62305
20.01500,1.94088,1.78027,15.61686
20.02500,1.94179,1.78027,15.60658
20.03500,1.94239,1.78027,15.57890
20.04600,1.93814,1.78027,15.58298
20.05700,1.93632,1.78027,15.57410
20.06700,1.93207,1.78027,15.57170
20.07700,1.93723,1.78027,15.55307
20.08800,1.93663,1.78027,15.55680
20.09900,1.93845,1.78027,15.54119
20.10900,1.93602,1.78027,15.52237
20.11900,1.92783,1.78027,15.49162
20.13500,1.92843,1.78027,15.50218
20.14500,1.91751,1.78027,15.51580
20.15500,1.91781,1.78027,15.53243
20.17300,1.91599,1.78027,15.53681
20.18300,1.91629,1.78027,15.54489
20.19300,1.91994,1.78027,15.54136
20.20300,1.91599,1.78027,15.50866
20.22000,1.92054,1.78027,15.50175
20.23000,1.92054,1.78027,15.48243
20.24000,1.91902,1.78027,15.44711
20.25500,1.91629,1.78027,15.44624
20.26600,1.91569,1.78027,15.43610
20.27600,1.91417,1.78027,15.43280
20.28700,1.90992,1.78027,15.41575
20.30100,1.90749,1.78027,15.42941
20.31100,1.90689,1.78027,15.43334
20.32100,1.90658,1.78027,15.43275
20.33100,1.90962,1.78027,15.41634
20.34300,1.91113,1.78027,15.41124
20.35300,1.90385,1.78027,15.40110
20.36300,1.90780,1.78027,15.38965
20.37300,1.90142,1.78027,15.37323
20.38400,1.90385,1.78027,15.38186
20.39500,1.89960,1.78027,15.38212
20.40600,1.89566,1.78027,15.38303
20.41600,1.89930,1.78027,15.37496
20.42600,1.89778,1.78027,15.37957
20.43700,1.89657,1.78027,15.37576
20.44800,1.89930,1.78027,15.36312
20.45800,1.89687,1.78027,15.34045
20.46800,1.88989,1.78027,15.34738
20.48000,1.89141,1.78027,15.34738
20.49000,1.88898,1.78027,15.34865
20.50100,1.88837,1.78027,15.34477
20.51100,1.87714,1.78027,15.36426
20.52200,1.87654,1.78027,15.37634
20.53200,1.87563,1.78027,15.39240
20.54200,1.87714,1.78027,15.39401
20.55300,1.88139,1.78027,15.39942
20.56300,1.87836,1.78027,15.38558
20.57400,1.87684,1.78027,15.37396
20.58400,1.87654,1.78027,15.35732
20.59400,1.87745,1.78027,15.35742
20.60400,1.86531,1.78027,15.36550
20.61400,1.87077,1.78027,15.37190
20.62400,1.87168,1.78027,15.35836
20.64200,1.87077,1.78027,15.36535
20.65200,1.86561,1.78027,15.36629
20.66200,1.86804,1.78027,15.35745
20.67700,1.87623,1.78027,15.33974
20.68700,1.87259,1.78027,15.32909
20.69800,1.87077,1.78027,15.31383
20.70800,1.86713,1.78027,15.29483
20.71900,1.86956,1.78027,15.29667
20.72900,1.86470,1.78027,15.30215
20.74000,1.85985,1.78027,15.31091
20.75000,1.85074,1.78027,15.32044
20.76100,1.85499,1.78027,15.34401
20.77100,1.84771,1.78027,15.36671
20.78100,1.85287,1.78027,15.37907
20.79100,1.85195,1.78027,15.36815
20.80900,1.84771,1.78027,15.37178
20.82000,1.85013,1.78027,15.37010
20.83000,1.85135,1.78027,15.35275
20.84400,1.85408,1.78027,15.35046
20.85500,1.85560,1.78027,15.33564
20.86500,1.85044,1.78027,15.32222
20.87500,1.85195,1.78027,15.30626
20.88800,1.85135,1.78027,15.30572
20.89800,1.84862,1.78027,15.30794
20.90900,1.84497,1.78027,15.31209
20.91900,1.84467,1.78027,15.31021
20.93000,1.84164,1.78027,15.32415
20.94000,1.83526,1.78027,15.33990
20.95100,1.83830,1.78027,15.35057
20.96100,1.83739,1.78027,15.34908
20.97600,1.84103,1.78027,15.35388
20.98600,1.84255,1.78027,15.34470
20.99600,1.84346,1.78027,15.32529
21.02100,1.83951,1.78027,15.30662
21.03100,1.83890,1.78027,15.30133
21.04100,1.83314,1.78027,15.30510
21.05800,1.82889,1.78027,15.31661
21.06900,1.83375,1.78027,15.32854
21.07900,1.82737,1.78027,15.34009
21.08900,1.82707,1.78027,15.34578
21.10100,1.82525,1.78027,15.35443
21.11100,1.82434,1.78027,15.36017
21.12100,1.82312,1.78027,15.36928
21.13100,1.82070,1.78027,15.37072
21.14100,1.82161,1.78027,15.37818
21.15200,1.82191,1.78027,15.37987
21.16200,1.81463,1.78027,15.38679
21.17200,1.81736,1.78027,15.38761
21.18800,1.81705,1.78027,15.39330
21.19800,1.82009,1.78027,15.39472
21.20900,1.82009,1.78027,15.38871
21.22500,1.81796,1.78027,15.37751
21.23600,1.81402,1.78027,15.37672
21.24700,1.81493,1.78027,15.37901
21.25700,1.81463,1.78027,15.38014
21.27200,1.81402,1.78027,15.38760
21.28300,1.80734,1.78027,15.39540
21.29300,1.80552,1.78027,15.40584
21.30800,1.80734,1.78027,15.41526
21.31800,1.80309,1.78027,15.42953
21.32900,1.79793,1.78027,15.44629
21.33900,1.79763,1.78027,15.45726
21.35000,1.80158,1.78027,15.46728
21.36000,1.80127,1.78027,15.47285
21.37000,1.80340,1.78027,15.46832
21.38000,1.80006,1.78027,15.45742
21.39600,1.79793,1.78027,15.45764
21.40600,1.79702,1.78027,15.46272
21.41700,1.79581,1.78027,15.47044
21.43500,1.79490,1.78027,15.47905
21.44500,1.79338,1.78027,15.48678
21.45600,1.79551,1.78027,15.49012
21.46600,1.79976,1.78027,15.48478
21.47600,1.79824,1.78027,15.47870
21.48600,1.79581,1.78027,15.47302
21.49700,1.79520,1.78027,15.46920
21.50700,1.79126,1.78027,15.47369
21.51700,1.78974,1.78027,15.48842
21.52800,1.79338,1.78027,15.49631
21.53900,1.79186,1.78027,15.50038
21.55000,1.79156,1.78027,15.50143
21.56000,1.79520,1.78027,15.49596
21.57000,1.79308,1.78027,15.49023
21.58000,1.78822,1.78027,15.49350
21.59000,1.79186,1.78027,15.49312
21.60500,1.78792,1.78027,15.49892
21.61500,1.78731,1.78027,15.50953
21.62500,1.78701,1.78027,15.51571
21.63500,1.78428,1.78027,15.52151
21.64600,1.78428,1.78027,15.53168
21.65700,1.78640,1.78027,15.53473
21.66700,1.78367,1.78027,15.53848
21.67700,1.78428,1.78027,15.54068
21.69000,1.78610,1.78027,15.53874
21.70000,1.78762,1.78027,15.53508
21.71000,1.78731,1.78027,15.53097
21.72000,1.78762,1.78027,15.52368
21.73100,1.78215,1.78027,15.52477
21.74100,1.78397,1.78027,15.53006
21.75100,1.78367,1.78027,15.53603
21.76100,1.78367,1.78027,15.54161
21.77100,1.78215,1.78027,15.54623
21.78100,1.77912,1.78027,15.55035
21.79100,1.77942,1.78027,15.55794
21.80100,1.78337,1.78027,15.56082
21.82100,1.78458,1.78027,15.55904
21.83100,1.77882,1.78027,15.55870
21.84100,1.77305,1.78027,15.56522
21.85600,1.77305,1.78027,15.57882
21.86600,1.77426,1.78027,15.59631
21.87600,1.77305,1.78027,15.61177
21.88600,1.77123,1.78027,15.62097
21.90000,1.77123,1.78027,15.62431
21.91100,1.77183,1.78027,15.62837
21.92100,1.77396,1.78027,15.63027
21.93100,1.77275,1.78027,15.63025
21.94200,1.77275,1.78027,15.62784
21.95200,1.77396,1.78027,15.62515
21.96200,1.77244,1.78027,15.62514
21.97200,1.77426,1.78027,15.62621
21.98300,1.77366,1.78027,15.62452
21.99300,1.77517,1.78027,15.62277
22.00400,1.77275,1.78027,15.62294
22.01400,1.77335,1.78027,15.62418
22.02500,1.76880,1.78027,15.63026
22.03500,1.76819,1.78027,15.64080
22.04500,1.76850,1.78027,15.65176
22.05700,1.76819,1.78027,15.66163
22.06700,1.76850,1.78027,15.66751
22.07700,1.76759,1.78027,15.66973
22.08700,1.76607,1.78027,15.67358
22.09700,1.76819,1.78027,15.67784
22.11000,1.76577,1.78027,15.68086
22.12000,1.76819,1.78027,15.68357
22.13000,1.76485,1.78027,15.68650
22.14000,1.76455,1.78027,15.69269
22.15200,1.76577,1.78027,15.69652
22.16200,1.76364,1.78027,15.70175
22.17200,1.76334,1.78027,15.70903
22.18200,1.76516,1.78027,15.71292
22.19700,1.76182,1.78027,15.71663
22.20700,1.76303,1.78027,15.72204
22.21700,1.75970,1.78027,15.72809
22.22700,1.76061,1.78027,15.73792
22.23800,1.75757,1.78027,15.74707
22.24900,1.76030,1.78027,15.75412
22.25900,1.75970,1.78027,15.75985
22.27700,1.75879,1.78027,15.76451
22.28700,1.75848,1.78027,15.76796
22.29700,1.75727,1.78027,15.77133
22.30700,1.75879,1.78027,15.77886
22.32000,1.75454,1.78027,15.78469
22.33000,1.75150,1.78027,15.79704
22.34000,1.75302,1.78027,15.80899
22.35000,1.75484,1.78027,15.82009
22.36100,1.75575,1.78027,15.82376
22.37200,1.75787,1.78027,15.81995
22.38300,1.75696,1.78027,15.81370
22.39300,1.75666,1.78027,15.81308
22.40400,1.75484,1.78027,15.81319
22.41500,1.75150,1.78027,15.82169
22.42500,1.75211,1.78027,15.83375
22.43500,1.75272,1.78027,15.84632
22.44600,1.75302,1.78027,15.85201
22.45600,1.75241,1.78027,15.85592
22.46700,1.75272,1.78027,15.85738
22.47700,1.75211,1.78027,15.86244
22.48700,1.74968,1.78027,15.86672
22.49700,1.75241,1.78027,15.87188
22.50700,1.75393,1.78027,15.87330
22.51700,1.75423,1.78027,15.87584
22.52900,1.75605,1.78027,15.86923
22.54000,1.75393,1.78027,15.86495
22.55000,1.75423,1.78027,15.86573
22.56000,1.75757,1.78027,15.86788
22.57700,1.75787,1.78027,15.86404
22.58700,1.76303,1.78027,15.85592
22.59800,1.75514,1.78027,15.85148
22.61300,1.76182,1.78027,15.84836
22.62300,1.76030,1.78027,15.84498
22.63400,1.75909,1.78027,15.84728
22.64400,1.75605,1.78027,15.85641
22.65700,1.75666,1.78027,15.85907
22.66800,1.75909,1.78027,15.86650
22.67900,1.75818,1.78027,15.87106
22.68900,1.76121,1.78027,15.87232
22.70300,1.75848,1.78027,15.86725
22.71300,1.75879,1.78027,15.86738
22.72400,1.76182,1.78027,15.86663
22.73500,1.76273,1.78027,15.86460
22.74500,1.76273,1.78027,15.86070
22.75600,1.76577,1.78027,15.85247
22.76600,1.76698,1.78027,15.84333
22.78200,1.76425,1.78027,15.84038
22.79300,1.76516,1.78027,15.83815
22.80400,1.76425,1.78027,15.83864
22.81400,1.76698,1.78027,15.84202
22.82500,1.76334,1.78027,15.84433
22.83500,1.76091,1.78027,15.85026
22.84500,1.76091,1.78027,15.85856
22.85500,1.76485,1.78027,15.86543
22.86700,1.76425,1.78027,15.86761
22.87700,1.76546,1.78027,15.86458
22.88700,1.76394,1.78027,15.86004
22.89800,1.76789,1.78027,15.85680
22.91100,1.76728,1.78027,15.85222
22.92100,1.76789,1.78027,15.84834
22.93100,1.76334,1.78027,15.84930
22.94200,1.76394,1.78027,15.85615
22.96200,1.76668,1.78027,15.86016
22.97300,1.76394,1.78027,15.86585
22.98400,1.76182,1.78027,15.87453
22.99500,1.76303,1.78027,15.87679
23.00600,1.76303,1.78027,15.88194
23.01600,1.76728,1.78027,15.88348
23.02700,1.76880,1.78027,15.87764
23.03800,1.76698,1.78027,15.86893
23.04900,1.77001,1.78027,15.86047
23.06000,1.76910,1.78027,15.85408
23.07900,1.76850,1.78027,15.85444
23.09000,1.76850,1.78027,15.85489
23.10000,1.77123,1.78027,15.85257
23.11100,1.77426,1.78027,15.84889
23.12200,1.77487,1.78027,15.83921
23.13300,1.77851,1.78027,15.82542
23.14300,1.77639,1.78027,15.81286
23.15400,1.77457,1.78027,15.80873
23.16400,1.77305,1.78027,15.81034
23.17400,1.77335,1.78027,15.81603
23.18500,1.76941,1.78027,15.82823
23.19500,1.76880,1.78027,15.84097
23.20800,1.76668,1.78027,15.85235
23.21900,1.76789,1.78027,15.86313
23.22900,1.76819,1.78027,15.87080
23.24000,1.76728,1.78027,15.87563
23.25100,1.77153,1.78027,15.87262
23.26100,1.77153,1.78027,15.86631
23.27100,1.77183,1.78027,15.86091
23.28100,1.77001,1.78027,15.85791
23.29200,1.76880,1.78027,15.85751
23.30300,1.76971,1.78027,15.86218
23.31400,1.77001,1.78027,15.86626
23.32400,1.76668,1.78027,15.87396
23.33900,1.76698,1.78027,15.87883
23.34900,1.76819,1.78027,15.88250
23.36000,1.76425,1.78027,15.89069
23.37500,1.76607,1.78027,15.89842
23.38500,1.76394,1.78027,15.90319
23.39600,1.76728,1.78027,15.90700
23.40600,1.76546,1.78027,15.91102
23.41900,1.76516,1.78027,15.91065
23.43000,1.76091,1.78027,15.91671
23.44100,1.76152,1.78027,15.92540
23.45900,1.76516,1.78027,15.93320
23.46900,1.76668,1.78027,15.93322
23.48000,1.76728,1.78027,15.92883
23.49100,1.76759,1.78027,15.92155
23.50500,1.76455,1.78027,15.91705
23.51600,1.76455,1.78027,15.92041
23.52600,1.76759,1.78027,15.92297
23.54300,1.76577,1.78027,15.92674
23.55300,1.76971,1.78027,15.92487
23.56300,1.77183,1.78027,15.91535
23.57300,1.77153,1.78027,15.90744
23.58600,1.77244,1.78027,15.89884
23.59600,1.77305,1.78027,15.89027
23.60600,1.76941,1.78027,15.89065
23.61600,1.76637,1.78027,15.89934
23.62700,1.76577,1.78027,15.90972
23.63800,1.76121,1.78027,15.92742
23.64800,1.75939,1.78027,15.94827
23.65800,1.76273,1.78027,15.96313
23.66900,1.76637,1.78027,15.96552
23.68000,1.76455,1.78027,15.96498
23.69000,1.76364,1.78027,15.96075
23.70000,1.75939,1.78027,15.96338
23.71200,1.76243,1.78027,15.96847
23.72300,1.76061,1.78027,15.97786
23.73300,1.76091,1.78027,15.98534
23.74300,1.76577,1.78027,15.98742
23.76400,1.76425,1.78027,15.98069
23.77400,1.76182,1.78027,15.98046
23.78400,1.76364,1.78027,15.98003
23.79700,1.76152,1.78027,15.98135
23.80800,1.76394,1.78027,15.98663
23.81900,1.76485,1.78027,15.98650
23.82900,1.76334,1.78027,15.98731
23.84000,1.76212,1.78027,15.98799
23.85000,1.76273,1.78027,15.98942
23.86100,1.76182,1.78027,15.99487
23.87100,1.76394,1.78027,15.99999
23.88100,1.76425,1.78027,15.99821
23.89100,1.76394,1.78027,15.99673
23.90200,1.76668,1.78027,15.99297
23.91200,1.76607,1.78027,15.98979
23.92400,1.76546,1.78027,15.98737
23.93500,1.76455,1.78027,15.98750
23.94600,1.76880,1.78027,15.98581
23.96500,1.77092,1.78027,15.98187
23.97500,1.76941,1.78027,15.97592
23.98600,1.76485,1.78027,15.97447
23.99600,1.76880,1.78027,15.97519
