IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  CONTROLLER RESULTS FILE 
Run time: 09:28:01 21-11-2022
Barometric pressure: 0.9994 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Time[s],PV[BarA],SP[BarA],IO[mA]
31.87400,1.02622,1.78027,4.00000
31.88500,1.02591,1.78027,4.00000
31.90200,1.02288,1.78027,4.00000
31.91300,1.02561,1.78027,4.00000
31.92300,1.02682,1.78027,4.00000
31.93300,1.02561,1.78027,4.00000
31.94300,1.02652,1.78027,4.00000
31.95300,1.02591,1.78027,4.00000
31.96300,1.02318,1.78027,4.00000
31.97300,1.02075,1.78027,4.00000
31.98400,1.02318,1.78027,4.00000
31.99400,1.02652,1.78027,4.00000
32.00500,1.02561,1.78027,4.00000
32.01500,1.02318,1.78027,4.00000
32.02600,1.02197,1.78027,4.00000
32.03700,1.02531,1.78027,4.00000
32.04700,1.02622,1.78027,4.00000
32.05700,1.02227,1.78027,4.00000
32.06700,1.02288,1.78027,4.00000
32.07700,1.02197,1.78027,4.00000
32.08800,1.02318,1.78027,4.00000
32.09800,1.02348,1.78027,4.00000
32.11000,1.02561,1.78027,4.00000
32.12000,1.02257,1.78027,4.00000
32.13100,1.02288,1.78027,4.00000
32.14100,1.02106,1.78027,4.00000
32.15500,1.01924,1.78027,4.00000
32.16500,1.02197,1.78027,4.00000
32.17500,1.02166,1.78027,4.00000
32.19400,1.02500,1.78027,4.00000
32.20500,1.02075,1.78027,4.00000
32.21600,1.01924,1.78027,4.00000
32.23300,1.01954,1.78027,4.00000
32.24300,1.02440,1.78027,4.00000
32.25300,1.02470,1.78027,4.00000
32.26300,1.02379,1.78027,4.00000
32.28100,1.02045,1.78027,4.00000
32.29100,1.01863,1.78027,4.00000
32.30200,1.01924,1.78027,4.00000
32.31600,1.02348,1.78027,4.00000
32.32600,1.02440,1.78027,4.00000
32.33700,1.02440,1.78027,4.00000
32.34700,1.01833,1.78027,4.00000
32.36600,1.01590,1.78027,4.00000
32.37600,1.02348,1.78027,4.00000
32.38600,1.02288,1.78027,4.00000
32.40400,1.01954,1.78027,4.00000
32.41400,1.02015,1.78027,4.00000
32.42400,1.02288,1.78027,4.00000
32.43400,1.01893,1.78027,4.00000
32.44500,1.01772,1.78027,4.00000
32.45600,1.01650,1.78027,4.00000
32.46700,1.01802,1.78027,4.00000
32.47700,1.02288,1.78027,4.00000
32.48900,1.02106,1.78027,4.00000
32.49900,1.01893,1.78027,4.00000
32.51000,1.01529,1.78027,4.00000
32.52000,1.01711,1.78027,4.00000
32.53200,1.01802,1.78027,4.00000
32.54200,1.02075,1.78027,4.00000
32.55200,1.02075,1.78027,4.00000
32.56200,1.02045,1.78027,4.00000
32.57200,1.02106,1.78027,4.00000
32.58200,1.01711,1.78027,4.00000
32.59200,1.01802,1.78027,4.00000
32.60200,1.01559,1.78027,4.00000
32.61300,1.01711,1.78027,4.00000
32.62300,1.01954,1.78027,4.00000
32.63300,1.01620,1.78027,4.00000
32.64300,1.01924,1.78027,4.00000
32.65500,1.01711,1.78027,4.00000
32.66500,1.01954,1.78027,4.00000
32.67500,1.02015,1.78027,4.00000
32.68500,1.01711,1.78027,4.00000
32.70400,1.01468,1.78027,4.00000
32.71400,1.01954,1.78027,4.00000
32.72400,1.02045,1.78027,4.00000
32.73900,1.01681,1.78027,4.00000
32.75000,1.01742,1.78027,4.00000
32.76100,1.01833,1.78027,4.00000
32.77100,1.01833,1.78027,4.00000
32.78200,1.01924,1.78027,4.00000
32.79200,1.01863,1.78027,4.00000
32.80300,1.01590,1.78027,4.00000
32.81300,1.01742,1.78027,4.00000
32.82400,1.01833,1.78027,4.00000
32.83400,1.01954,1.78027,4.00000
32.84500,1.01833,1.78027,4.00000
32.85500,1.01590,1.78027,4.00000
32.86500,1.01438,1.78027,4.00000
32.87600,1.01499,1.78027,4.00000
32.88600,1.01559,1.78027,4.00000
32.89600,1.01711,1.78027,4.00000
32.90800,1.01802,1.78027,4.00000
32.91900,1.01620,1.78027,4.00000
32.93000,1.01438,1.78027,4.00000
32.94000,1.01742,1.78027,4.00000
32.95100,1.01954,1.78027,4.00000
32.96200,1.01499,1.78027,4.00000
32.97300,1.01468,1.78027,4.00000
32.98300,1.01559,1.78027,4.00000
32.99300,1.01954,1.78027,4.00000
33.00400,1.01893,1.78027,4.00000
33.01400,1.01347,1.78027,4.00000
33.02400,1.01286,1.78027,4.00000
33.03600,1.01408,1.78027,4.00000
33.04600,1.01924,1.78027,4.00000
33.05600,1.01499,1.78027,4.00000
33.06600,1.01256,1.78027,4.00000
33.08300,1.01317,1.78027,4.00000
33.09300,1.01833,1.78027,4.00000
33.10300,1.01529,1.78027,4.00000
33.11900,1.01590,1.78027,4.00000
33.13000,1.01468,1.78027,4.00000
33.14000,1.01438,1.78027,4.00000
33.15000,1.01438,1.78027,4.00000
33.16100,1.01499,1.78027,4.00000
33.17200,1.01408,1.78027,4.00000
33.18300,1.01408,1.78027,4.00000
33.19300,1.01529,1.78027,4.00000
33.20500,1.01529,1.78027,4.00000
33.21600,1.01408,1.78027,4.00000
33.22600,1.01317,1.78027,4.00000
33.23600,1.01317,1.78027,4.00000
33.24700,1.01317,1.78027,4.00000
33.25700,1.01408,1.78027,4.00000
33.26700,1.01286,1.78027,4.00000
33.27700,1.01317,1.78027,4.00000
33.28700,1.01559,1.78027,4.00000
33.29700,1.01559,1.78027,4.00000
33.30800,1.01468,1.78027,4.00000
33.31800,1.01195,1.78027,4.00000
33.32800,1.01135,1.78027,4.00000
33.33800,1.01590,1.78027,4.00000
33.34900,1.01650,1.78027,4.00000
33.35900,1.01711,1.78027,4.00000
33.37200,1.01286,1.78027,4.00000
33.38200,1.01104,1.78027,4.00000
33.39300,1.01226,1.78027,4.00000
33.40300,1.01377,1.78027,4.00000
33.41600,1.01468,1.78027,4.00000
33.42700,1.01468,1.78027,4.00000
33.43800,1.01044,1.78027,4.00000
33.45600,1.01135,1.78027,4.00000
33.46700,1.01377,1.78027,4.00000
33.47700,1.01377,1.78027,4.00000
33.48700,1.01195,1.78027,4.00000
33.51400,1.01317,1.78027,4.00000
33.52400,1.01317,1.78027,4.00000
33.53400,1.01226,1.78027,4.00000
33.55800,1.01377,1.78027,4.00000
33.56900,1.01468,1.78027,4.00000
33.57900,1.01317,1.78027,4.00000
33.59000,1.01104,1.78027,4.00000
33.60000,1.01104,1.78027,4.00000
33.61000,1.01377,1.78027,4.00000
33.62000,1.01135,1.78027,4.00000
33.63100,1.01074,1.78027,4.00000
33.64100,1.01104,1.78027,4.00000
33.65100,1.01529,1.78027,4.00000
33.66100,1.01438,1.78027,4.00000
33.67200,1.01044,1.78027,4.00000
33.68200,1.01226,1.78027,4.00000
33.69200,1.01499,1.78027,4.00000
33.70300,1.01286,1.78027,4.00000
33.71400,1.00983,1.78027,4.00000
33.72400,1.01104,1.78027,4.00000
33.73500,1.01165,1.78027,4.00000
33.74500,1.01377,1.78027,4.00000
33.76200,1.01256,1.78027,4.00000
33.77300,1.01074,1.78027,4.00000
33.78300,1.01013,1.78027,4.00000
33.79900,1.01377,1.78027,4.00000
33.80900,1.01074,1.78027,4.00000
33.82000,1.00892,1.78027,4.00000
33.83000,1.00831,1.78027,4.00000
33.84400,1.00983,1.78027,4.00000
33.85400,1.01195,1.78027,4.00000
33.86500,1.01013,1.78027,4.00000
33.87600,1.01135,1.78027,4.00000
33.89100,1.01317,1.78027,4.00000
33.90100,1.01165,1.78027,4.00000
33.91100,1.00983,1.78027,4.00000
33.92700,1.00952,1.78027,4.00000
33.93800,1.01317,1.78027,4.00000
33.94900,1.01317,1.78027,4.00000
33.95900,1.00983,1.78027,4.00000
33.97200,1.01044,1.78027,4.00000
33.98200,1.01165,1.78027,4.00000
33.99300,1.01165,1.78027,4.00000
34.00300,1.00952,1.78027,4.00000
34.01600,1.01013,1.78027,4.00000
34.02600,1.01195,1.78027,4.00000
34.03600,1.01438,1.78027,4.00000
34.04600,1.00983,1.78027,4.00000
34.05800,1.00861,1.78027,4.00000
34.06900,1.00922,1.78027,4.00000
34.08000,1.00983,1.78027,4.00000
34.09700,1.01044,1.78027,4.00000
34.10700,1.01013,1.78027,4.00000
34.11800,1.01135,1.78027,4.00000
34.12800,1.01135,1.78027,4.00000
34.14000,1.00892,1.78027,4.00000
34.15000,1.00801,1.78027,4.00000
34.16000,1.01013,1.78027,4.00000
34.17100,1.01074,1.78027,4.00000
34.18300,1.01013,1.78027,4.00000
34.19300,1.00922,1.78027,4.00000
34.20300,1.00861,1.78027,4.00000
34.21300,1.00831,1.78027,4.00000
34.22600,1.00801,1.78027,4.00000
34.23700,1.00861,1.78027,4.00000
34.24800,1.00892,1.78027,4.00000
34.26500,1.01013,1.78027,4.00000
34.27600,1.01013,1.78027,4.00000
34.28700,1.00952,1.78027,4.00000
34.29700,1.01044,1.78027,4.00000
34.31300,1.01013,1.78027,4.00000
34.32300,1.00892,1.78027,4.00000
34.33300,1.00952,1.78027,4.00000
34.34900,1.00983,1.78027,4.00000
34.36000,1.00922,1.78027,4.00000
34.37000,1.00770,1.78027,4.00000
34.38000,1.00831,1.78027,4.00000
34.39600,1.00892,1.78027,4.00000
34.40700,1.00831,1.78027,4.00000
34.41800,1.00740,1.78027,4.00000
34.44100,1.00861,1.78027,4.00000
34.45100,1.00983,1.78027,4.00000
34.46100,1.00983,1.78027,4.00000
